rating	review
80	                                The AI bots are dumb, but it’s really in the local play and online where the game shines. It’s fast, fun and furious, with a pace that makes the older gamer wince, but when it all comes together, Nickelodeon All-Star Brawl is more than capable of delivering a decent old time.                              
80	                                A game with a boat load of Nostalgia and good bones. A fighter that’s fun with friends, challenging with AI, and competitive online. With time and love, Nickelodeon All-Star Brawl could be a top tier fighter in the near future.                            
78	                                Brawl it out as your favorite Nickelodeon characters in bombastic platform battles! With a power-packed cast of heroes from the Nickelodeon Channel.                            
73	                                Nickelodeon All-Star Brawl tries to be a challenger for Super Smash Bros. and aims for the weak spot of his opponent, showing off a stable and solid netcode. A good multiplayer and tight controls, though, are not enough to reach the stars. The roster is good and varied, but a little scarce right now (maybe DLCs will fill the gap) and characters lack characterization (no pun intended): a pity, because Nickelodeon’s original voices and music would have added a lot of value to the game.                             
70	                                Nostalgia fills the air in Nickelodeon All-Star Brawl now that it is out on Xbox. On one hand this is the closest the Xbox will see to Super Smash Bros. and on the other hand it’s full of classic Nickelodeon cartoons and I love a good crossover. This will no doubt be a fun time with friends or kids alike as long as you know that the base content can be had very quickly and thus the repeatability could become a bore. If you are in it for the long time this is a fine brawler to pick up.                            
70	                                Probably the most fun you can have in a Nickelodeon videogame, this is a derivative but fun fighter that kids will enjoy, but will probably do quite well in the competitive community too.                            
70	                                Nickelodeon All-Star Brawl is a fun fighting game with iconic characters and easy to learn but challenging to master mechanics. They nailed the feel of a good fighting game, but the game still feels like it has a ways to go before it reaches the level of an iconic franchise like Smash. The potential is absolutely there, and after we see a few DLC launches who knows where it will stand, but for now it’s hard to imagine myself inviting friends over to play All-Star Brawl when Super Smash Bros. Ultimate is still around.                            
70	                                Nickelodeon All-Star Brawl contains the beginnings of what may end up being the most unlikely competitive fighting franchise ever conceived. It knows its audience and it has been able to appease them, garnering a lot of excitement along the way. However, where Nickelodeon All-Star Brawl missteps is in the handling of its properties. It's easy to get excited about the thought of Reptar dash-dancing across Jellyfish Fields, but it's tough to buy into the idea when there's a rogue ukulele serenading the mute dinosaur while it happens.                            
70	                                Nickelodeon All-Star Brawl is riddled with flaws. Not very pretty, not always very precise, a little sparse in content, the dubbing of the original cartoons are absent ... However, the fighting game of Fair Play Labs exudes passion. We don't recommend it to everyone, as NASB is targeting a very specific niche. By mimicking the physics of Super Smash Bros. Melee and implementing one of its advanced techniques, this atypical brawler manages to seduce those nostalgic for the early 2000s. Those will see it as a good way to immerse themselves in the licenses of their childhood while by rediscovering familiar sensations and a solid competitive environment. Hopefully the studio's follow-up will be good, as Nickelodeon All-Star Brawl is holding something.                             
70	                                Nickelodeon All-Star Brawl is brimming with fantastic characters, fun combat, and legitimate potential. However, limited content and a laundry list of bugs keep it from thriving as a platform fighter right now.                            
65	                                Nickelodeon All-Star Brawl is a platform fighting game that offers fun and good times with friends. Evaluated from this perspective, the game delivers, and if that's what you're looking for, you won't regret it. However, this game could have been much better, especially in details, fluidity and content. If you are able to look past its disappointing visuals, or its unoriginal soundtrack, this game might have something interesting to give you.                             
50	                                There's also just not enough content to sink your teeth into. Outside of arcade, multiplayer and a sports mode, where players must score a goal in the opponent's goal, there's just not much to do. Unlocks aren't particularly exciting either, offering little more than concept art and other goodies. It's all a bit of a shame, as there's honestly some solid mechanics buried beneath the issues. If developers Ludosity and Fair Play Labs can stick with the game post-launch and build it up, it could end up being a completely different story in a year or so, but as it stands, Nickelodeon All-Star Brawl feels like the shell of what it could be.                            
90	                                The Medium on PS5 is as good as it was on Xbox Series X, however, with DualSense support it becomes a much more immersive game.                            
90	                                The game's arrival on the PlayStation 5 has been a long time coming. But thankfully, it was well worth the wait. With its unique dual-world gameplay mechanics and gripping narrative, The Medium is yet another macabre masterpiece from the talent at Bloober Team. If you have even a passing interest in horror games or are looking for a powerful supernatural story to experience that isn't afraid to touch on sensitive subjects, this is one game that demands a spot in your PS5 library.                            
85	                                The Medium proves to be an interesting look into the human psyche, one that attempts to figure out why individuals are the way they are, while still stating that your past does not excuse your current actions. I greatly enjoyed my time in Marianne’s shoes, and found myself constantly impressed with the incredible graphics and unique mechanics. Bloober Team has made an impressive product, even more so on the PS5 with their willingness to make use of the PS5’s controller’s special features.                            
84	                                The Medium on PS5 is pretty much as good as it was on Xbox Series X, despite some graphic flaws and loading issues. Luckily, the DualSense features manage to fill the gap.                            
80	                                The Medium on PlayStation 5 feels like the best version of the game and one worth trying if you have yet to experience it elsewhere. While its unique dual-reality perspective lifted the game up, players expecting an outrageously different spin on psychological horror may have seen these scares before. But it’s hard to deny that Blooper Team aimed for the fences with The Medium and payed homage to the classics while crafting a new universe that they may wish to refine further down the line.                            
80	                                The Medium tells an interesting paranormal story and allows you to explore an environment that’s as creepy as it is fascinating. On top of that, it looks and sounds great. However, you’ll have to endure the sometimes clunky camera angles.                            
80	                                Bloober Team meshes all of these elements together to draw players further into The Medium's world than the Xbox/PC versions were capable of, elevating an already enjoyable experience to new heights. It stands to reason that the PS5 version of The Medium is the ideal way to experience Marianne's dual-reality adventures, and PlayStation 5 owners that enjoy horror games should definitely check the game out.                            
80	                                Now on PS5, The Medium is the same game players could have experienced on Xbox and PC. A strong narrative and the concept of twin worlds make it a pleasure to discover, even if it feels a bit simplistic. DualSense make it a little bit more immersive, even though technical hiccups can be a bit frustrating.                             
80	                                The Medium surprised me with its psychologically twisted, complex and intricate story that had me enthralled from the moment the intrigue turned into something more sinister and personable. Even with its simplistic gameplay design and clunky encounter mechanics, the atmosphere of the world and enjoyable tale should carry you through even its darkest corners. In the real world, The Medium would be basic, but in the spirit realm, it comes to life and will show you the disturbing but enchanting fabric of its reality.                            
80	                                It could very well be the best psychological horror experience on the console.                            
78	                                The Medium lands on PlayStation 5 after seven months after its launch on Xbox and PC ready to take advantage of all the technology of the new Sony console to bring its peculiarities to this horror adventure that will keep you at the controls for a good handful of hours.                            
77	                                With each game they release, Bloober Team continues to make strides, and The Medium is another such step. It has an intriguing story with intriguing characters. The game also has a nifty mix of old and new gameplaying elements.                            
77	                                This is the same experience that we know, now with a correct implementation of the DualSense that doesn’t really add anything too exciting.                            
77	                                Bloober Team is no stranger to making games that feature concepts with immense potential, like Blair Witch or Observer. The Medium is probably my favorite of theirs to date. It's got a couple of warts, but it's easy to get lost in its world (both of them), even with its pitch-black narrative overtones. It makes it feel important, though perhaps not something you'll feel compelled to play on repeat.                            
75	                                The Medium is an admirable horror experience from a developer that has been making a lot of huge strides for itself in the world of horror game development. It’s not something that is going to change the world of horror games, but it does enough unique things with the simultaneous dual-world mechanic to stand out. Like many horror games before it, it fails to balance its tension with certain gameplay mechanics that can turn from fear to frustration pretty quickly, but these are spaced out enough that it never ruined the experience wholesale. For any horror fans looking for a Silent Hill-esque game to fill that ominous void, The Medium will at least scratch that itch.                            
72	                                The way that The Medium brings trauma to life in various ways is awe-inspiring. At the same time, it's not all that good of a video game.                            
70	                                All in all, The Medium is a good game, but not revolutionary and certainly not the new king of the genre. The story and atmosphere will stay with you long after finishing it, but the gameplay has a lot of room for improvement. If you prioritize a good story and a masterfully crafted atmosphere The Medium will not disappoint.                            
70	                                The Medium is a game with great potential and bad execution, as its issues and problems such as limited gameplay, easy puzzles and bad camera work eventually overtake its great story telling and engaging atmosphere.                            
70	                                This edition of The Medium is suitable for those who have not had, in the past, the chance of recovering the title in the Microsoft or PC ecosystem. This is perhaps not the best of the ports, but the new features related to DualSense and the generic good quality of the product can fully justify the purchase.                            
70	                                Also on PS5 The Medium confirms the strengths and weaknesses of a production that is at times also genuinely intriguing, but unable to distinguish itself and to sanction that consecration of the Polish studio that many would have expected (even more so with what seemed to be the project of maturity definitive). The experience is essentially identical to that which lived seven months ago on the Xbox Series X, with a big difference, indeed in practice two. Even without epochal revolutions, on PlayStation 5 the DualSense adds something in terms of interaction compared to the original version, but on the Microsoft console the inclusion of the game in the Game Pass catalog since day one weighs a lot: a download to The Medium yes can and if you are a fan of the genre you must give it without reservations, while the investment of 49.99 € must be taken less lightly.                             
65	                                Mechanically and in terms of storytelling you get the same experience on PS5 like on the other platforms. The newly added DualSense functionality feels out of place, though.                             
60	                                Despite some impressive DualSense implementation, the blemishes embedded into The Medium's gameplay and narrative still show on PS5. While The Medium is an intriguing horror game, it certainly isn't a great one.                             
60	                                With a story that’s just okay and controls that make you want to pull your hair out, the great audio and voice acting are overshadowed. Watching someone else play it would be the more satisfying route to experience The Medium.                            
60	                                The Medium is a linear experience with an interesting if underutilised split dimension mechanic. The story is complex but can also be predictable whilst not providing enough in the way of intrigue. Temper your expectations and you may just get something out of it.                            
60	                                The Medium shines when it’s letting you soak in its beautifully crafted dual worlds and melancholic soundtrack, but early promise of a quietly effective ghost story unravels as the story staggers clumsily to a point where it becomes almost unbearable in its attempt to tackle a tough subject.                            
90	                                Time Loader is a great game for just about anyone to play. As long as you're not expecting action-filled gameplay, but rather a relaxing journey, there is barely a reason not to give the game a shot.                            
90	                                Time Loader is a great physics-based puzzler with a ton of heart that grips you emotionally throughout and refuses to let go.                            
90	                                Even though the story serves as yet another example of why one shouldn’t trifle with time travel, the fun involved makes turning the clock back to 1995 seem pretty enticing. From solid physics to flawlessly detailed environments, Time Loader takes the player on a wild ride through the past and launches the neglected 2D puzzle-platformer genre into the future like a speeding DeLorean leaving flame trails in its wake.                            
85	                                Time Loader features a beautifully created complex world with a variety of well-constructed paths, puzzles and riddles presented to players from the point of view of a tiny robotic car. Even seemingly mundane things take on new interesting forms during the game. Seemingly trivial things can be used in creative ways during the playthrough and even force you to reconsider your attitude towards the surroundings and the story at large.                            
80	                                A well made game with a great premise and enjoyable elements, Time Loader is well worth a playthrough for fans of puzzle platformers.                            
70	                                Despite a few shortcomings, over the course of a playthrough, Time Loader proves itself to be a game worth trying out for those interested in its concept. The story is smart and, in true time travel fashion, has multiple ways in which it can come to a close. All of this is presented alongside a solid gameplay core which makes for a fun, if short, jaunt through a sci-fi tale.                            
50	                                Ultimately, Time Loader is a beautiful-looking, wonderful-sounding game, with some fun gameplay. It's let down by a story that focuses on a character without making them engaging, the lack of challenge that comes with the puzzles, and everything being in service of the game's least engaging aspect. It is unfortunately quite a short game as well. My initial run-through clocked in at about 2.6 hours. So a recommendation here is really based on what you want for your money. If you're fine with slightly un-challenging, hand-holdy at times gameplay and a story that looks pretty but doesn't go anywhere, pick it up! If you want a little more bang for your buck, maybe wait it out to see if Flazm adds anything interesting. Honestly, this game has a lot of potential to be good, if they just rework the story and maybe add some challenge levels.                             
90	                                Nostalgia and fond memories aside, Super Monkey Ball Banana Mania delivers an experience that’s always been amazing, and now it comes complete with a fresh coat of paint and a bunch of extras. To any one who hasn’t yet tried these titles, I say… Go bananas.                            
90	                                Banana Mania is the ultimate Super Monkey Ball collection: the best levels, the best minigames and the best fun. But don’t let the cute graphics lull you into a false sense of security, even with the questionable quality of life improvements, it remains as tricky and as addictive as ever.                            
90	                                All in all, it’s fantastic to see Super Monkey Ball back after all these years. This Banana Mania collection brings the classic games back to the fore, with hundreds of stages to play, a dozen mini games, lots of cosmetics to unlock and more. The gameplay is as challenging – and fun – as ever, and will no doubt garner a new audience of fans that still have youth on their side.                            
88	                                Super Monkey Ball Banana Mania brings the best of the franchise to a new generation. Same fun, only enhanced.                            
80	                                 Super Monkey Ball Banana Mania is undoubtedly a great way to celebrate the two decades of existence of the franchise, offering such a complete experience that you can get tired of playing its levels and not finish it. This is perhaps its main flaw, that it's not a game that renews itself or changes its mechanics. If you are definitely not attracted to its premise from the start, this may not be the game for you. Its mini-games are great fun to play in meetings with friends.                             
80	                                It's hard to call this an absolutely definitive collection of these classic gaming curios when aspects aren't perhaps quite as authentic as they could be, but when there's so little in it for the most part (and when the aspects that have changed more notably are still great despite feeling different), Banana Mania stands as a feature-packed reminder that 'simple' and 'easy' are not nearly as interchangeable as a lot of people might think.                            
80	                                This is a fantastic collection that not only fans of the franchise will enjoy, as it feels perfect for newcomers to find what the Banana Mania is all about.                            
80	                                Expertly aping past glories, Super Monkey Ball: Banana Mania is a definitive compendium of remastered classics, stuffed to the gills with bonus modes, extra characters, and party games. It is, without question, the most fun you can have rolling a monkey in a ball around a maze - that is an empirical fact. You’d be bananas not to buy it.                            
80	                                Super Monkey Ball Banana Mania is a fantastic puzzle game. It's endlessly replayable with plenty of levels and minigames. The multiplayer options are perfect party games, and the unlockable characters and cosmetics add depth to an already engrossing experience. While there are some frustrating moments and a lack of accessibility, I can safely say Super Monkey Ball Banana Mania is one you won't want to miss.                            
80	                                A fabulous collection of one of gaming’s most deceptively difficult games, Super Monkey Ball: Banana Mania is pure, unadulterated fun.                            
70	                                The themed levels are fine, but leaning into more SEGA history would have definitely added to the celebratory feel of Super Monkey Ball Banana Mania. A fine return to monkey-in-ball form, by the way of past glory and frustration.                            
70	                                Super Monkey Ball Banana Mania is weird, expansive and tricky. I just know die-hard fans are going to love that combination, but I’m not sure about anyone else. While its party games are pretty good, there are other compilations out there with a better assortment… and online play, and the capacity more than 4 players. Countering all my complaints, Banana Mania is competitively priced, so might warrant a look if you’re familiar with how the franchise plays. How’s that for a backhanded endorsement?                            
70	                                Super Monkey Ball Banana Mania isn't going to win any game of the year awards, but it's undeniably fun. While it's perhaps not the entry that will put the series back into the mainstream, fans of the original will likely have a good time and newcomers will see what the fuss is all about. While there are some questionable design choices, such as a finicky camera and microtransactions that feel out of place, this is an enjoyable adventure with AiAi and his friends.                            
60	                                Super Monkey Ball: Banana Mania is full of content and a joyful multiplayer to compete with your friends, but its beauty seems to be matched only by its insane difficulty.                            
60	                                After Banana Blitz HD deemed too simple by the majority of players, the Super Monkey Ball saga decides to go back to its beginnings to offer early fans what they expect: a level of difficulty. Unfortunately, even if the challenge is indeed present, Super Monkey Ball: Banana Mania disappoints. The 4K / 60fps combo available on next-gen is not enough to hide the many flaws of this remaster, starting with the camera which lacks flexibility and the general level-design which plays too much with chance. However, if you hang on to the formula, note that you get what you pay for. The content is more than generous, the replayability is strong and the store is a pleasant surprise that adds extra interest.                             
60	                                Nostalgia might have some fans of Super Monkey Ball trapped in the little ball with them, running their little feet, futile against the inevitability of gravity. But for those not already on the inside, Super Monkey Ball: Banana Mania is skippable.                            
90	                                Phoenix Point: Behemoth Edition is a fantastic turn-based strategy game. Its unrivaled world-building and innovative combat make this a must-play for fans of the genre. If you can overcome the lack of variety in the early game, then be prepared to lose hours upon hours as you race to save humanity from complete obliteration.                            
82	                                It definitely has its issues but I thoroughly enjoyed my time with Phoenix Point: Behemoth Edition. From its clever battle mechanics to its depiction of a world at the brink of utter annihilation; it's one immersive and exceptionally rewarding SRPG.                            
80	                                An SRPG big hitter just got bigger, but did it get better? If you are up to the challenge, this is the best the genre has to offer on PS4.                            
75	                                Phoenix Point manages to blend the very numbers-based approach of classic X-Com with some of modern XCOM’s streamlining. The result is a colossal, cavernous tactical strategy game that struggles to hold its shape at times. Its wealth of information and systems requires patience, but if you can persevere, it’s very much worth the time.                            
70	                                Phoenix Point: Behemoth Edition is a solid turn-based strategy game, which in this version can count on the addition of four DLCs that further increase the contents and therefore the duration of the experience. However, controls can be very tricky and cumbersome on console, while loading times are pretty long.                            
70	                                Phoenix Point: Behemoth Edition is a strategic RPG with uninspired artificial intelligence, technical problems and with some drops in framerate on PlayStation 4. Despite an engaging story, it is a porting that doesn't bring big news.                            
70	                                Phoenix Point is a game I desperately wanted to love. It has exceptionally complex and deep mechanics, solid turn-based combat systems and fun global strategy gameplay, coupled with a decent story and some decent new additions to provide it its own identity. It is also, however, riddled with technical problems, inconsistent mechanics and frustrating difficulty spikes. Like a true phoenix, it can rise with glory when it wants to, I only wish it didn’t thud back down to ashes so frequently.                            
70	                                On paper it does everything XCOM does and more, but poor balancing and overcomplicated rules means it’s just not as much fun.                            
70	                                Two years later, the same assessment can be made for Phoenix Point, even if it is an interesting tactical game with potential, it is still not finished. Some of the bugs have been fixed, and the content has been greatly enriched by the DLC included in this edition, but shortcuts have been taken, which spoiled their potential, and no effort has been made to really integrate them into the whole. Balancing is still an issue, and progression can become frustrating if you increase the difficulty. As for the console port, it's satisfactory in terms of controller controls, but you'll need to have a lot of patience to tolerate the excessively long load times.                            
60	                                Phoenix Point: Behemoth Edition offers the same wealth of content available on the PC, and the controller support is good enough for those willing to overlook some fiddly inventory and menu management. However, the technical performance is far beneath what it should be, so your best bet is to wait for the promised patches to arrive, or simply enjoy a smoother ride on PC if you can.                            
60	                                Between combat with free-aim and comprehensive exploration through the Geoscape, Phoenix Point: Behemoth Edition has a lot of content to offer. Like other strategy games, such as Empire of Sin, players can win multiple ways, and there are plenty of chances to lose. Unfortunately, the console edition has a lot of issues with loading and crashing, but as long as players have the patience, the game is still enjoyable. Phoenix Point: Behemoth Edition comes with the base game and four DLC expansions for players to tactfully explore.                            
80	                                This “renaissance” brings back a classic with new content but keeping its still interesting core very much alive.                            
70	                                Actraiser Renaissance is a very worthy remake, but one that is far from perfect. It starts slow and it's very tutorial heavy. You expect more speed in a title from the 16-bit era, but this is not the case. If you can handle the beginning, you are going to find a very entertaining game with platforming and tower defense strategy elements.                            
70	                                There's a generous amount of content, which at 20 hours is four times the completion size of the original. Since this retro remake is a game of three thirds, it'd be a disservice if followers of the original lost faith from initial impressions of the unsightly side-scrolling action, and an overly gabby god game. Yet, fans won't be on cloud nine if a lack of support towards Actraiser Renaissance discourages Square Enix from being devoted to ActRaiser as a promising series.                            
70	                                A strangle little blend of god sim and hack and slash genres, Actraiser Renaissance is extremely uneven to say the least in almost all facets of its design and yet despite that, it's also oddly compelling and enjoyable. A proper little curio indeed.                            
70	                                This is a game that brushes up against a lot of different genres without diving too deeply into any of them, and some players are going to either clock out from that or find that they like one or two parts but not all three. It is kind of a weird game and it is not going to be everyone’s cup of tea. But if the idea of the game sounds interesting to you? Hey, this is a classic remastered and improved, and it’s well worth the asking price.                            
70	                                In a nutshell, it does a great job of improving and respecting many elements of the source material, but adds too much filler content. Actraiser Renaissance is far from perfect, but it’s a must play for fans of the SNES original.                            
70	                                There’s one thing for certain: Actraiser Renaissance is much better than SolSeraph, the spiritual sequel to the ActRaiser series released in 2019. It has its flaws in both the action and settlement-building stages, but they’re quite easily overlooked in the grand scheme of things thanks to the fact that it’s still such a unique blend. Add in a fantastic soundtrack reworked by Yuzo Koshiro as well as additional content and multiple difficulty levels, and you have a game that should please the majority of series fans while also possibly bringing some new ones into the fold.                            
65	                                This is a good remake, adding some good things to the formula established by the original SNES game. But there too many moments of tutorials and boring dialogue that bog down the pace of the game.                            
60	                                Actraiser Renaissance is a surprise return of a long-lost classic, but one which falls flat in execution in more ways than one. It has moments of brilliance, and there is undoubtedly substance and depth in its many systems. Still, all the moving parts don’t come together cohesively or logically, and it ultimately feels like two completely unrelated games taped together as one, with neither fully complementing the other. Old school fans will no doubt find the experience worth investing in after the tedious start, but for most other players, there are just plenty of far better alternatives.                            
94	                                If you enjoy Metroidvania games even a little bit then picking up Castlevania Advance Collection should be a no-brainer. The included titles have held up beautifully and they're each jam-packed with monster-slaying good times. Here's hoping for Castlevania DS Collection.                            
90	                                Castlevania Advance Collection is one of the best game collections available today with three quality Castlevania releases and a bonus extra game complemented by a wealth of additional features and content.                            
90	                                Castlevania Advance Collection really showcases a side of Konami we don't see very often anymore.                            
85	                                Castlevania Advance Collection is legitimately one of the best gaming experiences I’ve ever had. The collection of this trilogy is magnificent, boasting satisfying, methodical progression, great soundtracks, and addictive RPG systems. Even Dracula X, which caters to a different crowd, doesn’t take away from these classic GBA titles. The package provides some standout gaming action and you owe it to yourself to pick it up.                            
85	                                A Collection that includes some of the most representative and entertaining 2D episodes of the entire saga. Let's hope that Konami will soon put in the hands of M2 the chapters for Nintendo DS.                            
85	                                The Castlevania Advance Collection is a fine piece of game preservation, collecting three good games and a half-assed dud thrown in for good measure. Joking aside, the games haven't aged as well as the NDS trilogy, but put together they make a must-have package for fans of the Belmont family.                            
80	                                Castlevania Advance Collection is a great nostalgic experience, a pure 2D action adventure compilation.                            
80	                                As for collection bonuses, there’s an encyclopaedia for each that gives you important details about the enemies,items, and powers in each of the three good games. There’s also a rewind function. Basically, you can go back a bit if you’ve messed something up, or if you took a wrong turn and can’t be bothered to backtrack. The Castlevania Advance Collection is 75% absolutely excellent, and that’s more than enough for us. Now, can we get the DS collection too? [Issue#7, p.90]                            
80	                                Four slices of Castlevania with slightly different toppings. Aria of Sorrow is the jewel of a crown enriched by several extras and options. Simply irresistible.                            
80	                                In short, it remains a recommended purchase for the nostalgic of the Konami series and for those who love the Metroidvania genre.                             
80	                                Out of all the games Aria of Sorrow has aged the best and is the star of this collection. Circle of the Moon and Harmony of Dissonance don’t shine as bright, but are still great titles. Dracula X is worth playing, but it can be described as good but not great and seems like it would be more at home in the Anniversary Collection. Overall, Castlevania Advance Collection is a dream collection for Castlevania fans.                            
80	                                It's hard to sulk your pleasure in front of this Castlevania Advance Collection. For twenty euros, players can discover and rediscover three essentials of the Game Boy Advance. If the weather hasn't been so good with the SNES opus, Harmony of Dissonance, Aria of Sorrow and Circle of the Moon haven't aged a bit. So now is the perfect opportunity to add 3 great metroidvania to your collection. Too bad only one of them benefits from a French translation.                             
85	                                Out of its comfort zone, Runeterra's world shines in this well-crafted and smart RPG, that feels just like a first step in a journey that is going to bring League of Legends up to new shores.                            
80	                                Ruined King: A League of Legends Story isn't reinventing the wheel, that's for sure. However, its solid game systems make it quite a recommendable RPG, especially for LoL fans. They will be able to appreciate the reinterpretation of their favorite universe by Airship Syndicate and Joe Madureira. And while we regret a somewhat conventional writing that sometimes lacks subtlety, we appreciate being able to immerse ourselves in the alleys of Bilgewater and the Dark Isles in the company of charismatic champions.                             
80	                                Ruined King: A League of Legends Story is a story-driven, turn based role-playing game (RPG). It features fan favorite champions, innovative turn-based combat and beautiful art direction.                            
80	                                Another captivating RPG by Joe Madureira and friends, this time in the League of Legends realm. Gorgeous and demanding, Ruined King needs just a little bit of tuning to become an unmissable one.                            
80	                                It is clear that Ruined King: A League of Legends Story is a work of love, combining a well-written narrative, engaging characters, and a world worth exploring and experiencing. The combat elements add to a familiar formula, and the turn-based elements are not that hard for anyone to wrap their heads around. Save for a few yet annoying bugs and glitches, it is hard not to see Ruined King: A League of Legends Story as a bonafide breakout hit for Riot Forge and Airship Syndicate.                             
70	                                Ruined King: A League of Legends Story is not one to miss. This game will surprise you with its exciting dungeons, dynamic boss battles, one-of-a-kind combat mechanics, and charming characters.                            
70	                                Without revolutionizing the genre, Ruined King: A League of Legends Story does everything it sets out to do very well. In this way, it will satisfy both MOBA fans and those looking for a complete and content-laden turn-based RPG.                             
55	                                Ruined King: A League of Legends Story is a competent narrative adventure for fans of the base game, but it barely scrapes by as a standalone game for newcomers to the series. The turn-based combat mechanics are refreshing, and the story elements are there. Still, the number of outdated gameplay components and flagrant unpolish that make progression borderline impossible ultimately makes this an engaging spectacle than an enjoyable playable experience.                            
100	                                I often say that the original Blue Reflection is the most beautiful game. I say that because while it obviously didn’t compare to the AAA-blockbusters in terms of the money that has been thrown at it, the art direction was so pitch-perfect and downright beautiful that the technical limitations were irrelevant. Second Light clearly had a bigger budget and made the most of that to present a more refined and confident take on the Blue Reflection vision. The story is a vibrant, the JRPG action is classical and engaging, and the aesthetics are pristine. Getting something this wholesome and pure is a rare treat in an industry obsessed with hard and serious storytelling and adult themes, and I strongly suspect that, just like the original Blue Reflection, I’m not going to be able to get Second Light out of my mind for years to come.                             
90	                                Blue Reflection: Second Light is a beautiful game in every way. It looks fantastic, plays great, and sounds incredible. It’s challenging, rewarding, and a unique experience through and through. It has a hopeful, positive message and the story is a fun and winding ride. The presentation is top-notch, and the game itself demonstrates what Gust has learned in the past four years from their Atelier games. For those looking for a magical girl JRPG to play, consider checking out the entire series. For fans of the original game and anime, I highly recommend Blue Reflection: Second Light. It is one of Gust’s best games to date and easily the best game in the magical girl media subgenre.                            
84	                                Blue Reflection Second Light is a powerful story of a group of magical girls stuck in a world where males just don’t exist. While they explore their past, bonds are created to deliver fun and energic moments of storytelling made grander by emotional story beats. The action-focused battle system is fast and addictive, and exploration is straightforward without weighing the experience. It’s a low barrier of entry JRPG with plenty of charm to warrant a playthrough.                            
80	                                Blue Reflection: Second Light is a perfect example of judging a game on what it tried to be, and not what it isn’t. While it pales in comparison to other blockbuster Japanese role-playing games, and remains constrained by the long-standing limitations of its developer, it is an enjoyable and engrossing adventure when taken for what it is: a mid-tier RPG that brings together a group of fleshed-out characters who are trying to improve both their lives and their world. Coming off the original Blue Reflection, Second Light genuinely advances the franchise both in terms of storytelling and gameplay, offering an even better experience to those looking for this sort of game.                            
80	                                For fans of the original game, Blue Reflection: Second Light is a must-play, with yet another engrossing story and some meaningful gameplay enhancements. But even those who haven’t played the original may want to delve into this sequel if they’re into emotionally-charged JRPGs that dare to experiment a little. This is a more serious affair from Gust, with some touching moments as pasts are revealed and new relationships are formed. And with its energetic battle system that keeps you on your toes, it’s captivating from beginning to end.                            
80	                                Blue Reflection: Second Light is an improvement upon the first game, following a group of schoolgirls looking for a way back home while fighting evil monsters.                            
80	                                I can’t remember the last time I’ve seen a franchise take such a massive positive 180 as I’ve seen here in Second Light. What was easily one of the worst games I played in 2017 has received a follow-up that kept me coming back for more. It really feels like Gust took the criticism of the original to heart here. We’ve gone from a massive stumble of a game with some good ideas to an incredibly solid JRPG that does just about everything it sets out to do correctly. From the character writing to the speedy gameplay, the world design to the excellent soundtrack, this is a game worth taking a look at. If you are interested in jumping into this franchise, take my advise: just skip the first game completely. Start here with Second Light, it’s worth your time.                            
80	                                Blue Reflection: Second Light is a fine role-playing game, with a pleasing art direction that makes up for its cross-gen nature and modest budget. The storyline takes a while to get going and the multi-faceted combat system tends to drag common encounters for too long, but overall the game will surely appeal to those who don't mind the unusual setting.                            
